시설년도,위치코드,시설구분1,시설구분2,쉼터명칭,도로명주소,지번주소,시설면적,이용가능인원,비고,경도,위도,선풍기보유대수,에어컨보유대수,야간운영여부,휴일운영여부,숙박가능여부,관리부서명,관리부서전화번호
2025,1159054000,특정계층이용시설,회원이용시설,브라운스톤상도아파트경로당,서울특별시 동작구 상도로31길 19,서울특별시 동작구 상도동 527,159,60,,126.943811,37.506011,2,1,N,N,N,,-
2025,1159054000,특정계층이용시설,회원이용시설,상도더샵아파트경로당,서울특별시 동작구 장승배기로10길 130,서울특별시 동작구 상도동 521,159,60,,126.943048,37.502127,2,3,N,N,N,,-
2025,1159054000,특정계층이용시설,회원이용시설,상도래미안1차아파트경로당,서울특별시 동작구 등용로 37,서울특별시 동작구 상도동 450,151.88,60,,126.934045,37.504633,2,1,N,N,N,,-
2025,1159054000,특정계층이용시설,회원이용시설,아이파크아파트경로당,서울특별시 동작구 장승배기로 26,서울특별시 동작구 상도동 416,138,60,,126.942933,37.500855,2,2,N,N,N,,-
2025,1159054000,공공시설,공공청사,상도2동주민센터,서울특별시 동작구 상도로 211,서울특별시 동작구 상도동 25-48,636,50,,126.9423314,37.5054945,6,3,Y,Y,N,,-
2025,1159054000,특정계층이용시설,회원이용시설,상도2동경로당,서울특별시 동작구 양녕로36길 13,서울특별시 동작구 상도동 159-330,346.33,80,,126.9461932,37.5022189,3,2,N,N,N,,-
2025,1159054000,특정계층이용시설,회원이용시설,낙원경로당,서울특별시 동작구 상도로30길 73,서울특별시 동작구 상도동 28-24,177.82,60,,126.9448461,37.5039572,2,2,N,N,N,,-
2025,1159054000,특정계층이용시설,회원이용시설,장수경로당,서울특별시 동작구 상도로15길 76,서울특별시 동작구 상도동 358-15,235.71,80,,126.9353919,37.5037088,4,2,N,N,N,,-
2025,1159054000,특정계층이용시설,회원이용시설,래미안1차108동아파트경로당,"서울특별시 동작구  등용로  37   (상도동, 상도동래미안1차아파트)",서울특별시 동작구 상도동 447,113,60,,126.9330462,37.5052621,2,3,N,N,N,,-
2025,1159055000,특정계층이용시설,회원이용시설,쌍용스윗닷홈아파트경로당,서울특별시 동작구 상도로 107,서울특별시 동작구 상도동 418,111.7,65,,126.932006,37.500917,2,1,N,N,N,,-
2025,1159055000,특정계층이용시설,회원이용시설,갑을명가1차아파트경로당,서울특별시 동작구 국사봉길 178,서울특별시 동작구 상도동 458,35.54,39,,126.934245,37.493561,2,2,N,N,N,,-
2025,1159055000,공공시설,공공청사,상도3동주민센터,서울특별시 동작구 성대로2길 11,서울특별시 동작구 상도동 315-37,408.63,50,,126.9313412,37.4992063,2,13,Y,Y,N,,-
2025,1159055000,특정계층이용시설,회원이용시설,상도3동경로당,서울특별시 동작구 국사봉1길 221-7 ,서울특별시 동작구 상도동 283-226,124.25,40,,126.9363305,37.4934517,2,2,N,N,N,,-
2025,1159055000,특정계층이용시설,회원이용시설,성대경로당,서울특별시 동작구 상도로13길 16,서울특별시 동작구 상도동 336-5,180.15,59,,126.9302762,37.5012735,5,4,N,N,N,,-
2025,1165056000,특정계층이용시설,회원이용시설,반포1동경로당,서울특별시 서초구 사평대로55길 90,서울특별시 서초구 반포동 724-12,115,20,,127.0212779,37.5078959,0,4,N,N,N,,-
2025,1165057000,특정계층이용시설,회원이용시설,반포2동경로당시니어라운지,서울특별시 서초구 신반포로15길 28,서울특별시 서초구 반포동 4-2,,,,126.9948882,37.505098,0,4,N,N,N,,-
2025,1165057000,특정계층이용시설,회원이용시설,반포2동경로당,서울특별시 서초구 신반포로15길 28,서울특별시 서초구 반포동 4-2,231,30,,126.994826,37.5050769,0,4,N,N,N,,-
2025,1165058000,특정계층이용시설,회원이용시설,반포3동경로당시니어라운지,서울특별시 서초구 신반포로23길 48,서울특별시 서초구 잠원동 72-1,,,,127.0035705,37.5093407,4,2,,,,,-
2025,1165058000,특정계층이용시설,회원이용시설,반포3동경로당,서울특별시 서초구 신반포로23길 48,서울특별시 서초구 잠원동 72-1,82,15,,127.0032854,37.5093531,4,2,,,,,-
2025,1165058000,공공시설,공공청사,반포3동주민센터,서울특별시 서초구 신반포로23길 78,서울특별시 서초구 잠원동 71-7,270,30,,127.0055541,37.5120789,0,3,,Y,,,-
2025,1165058100,특정계층이용시설,회원이용시설,현대동궁아파트경로당,서울특별시 서초구 사평대로 154,서울특별시 서초구 반포동 64-5,98,6,,127.002125,37.500415,1,1,,,,,-
2025,1165058100,특정계층이용시설,회원이용시설,반포4동경로당,서울특별시 서초구 사평대로26길 9-14 ,서울특별시 서초구 반포동 535-12,49,10,,126.9994709,37.4996293,1,1,,,,,-
2025,1165059000,특정계층이용시설,회원이용시설,롯데캐슬헤론아파트경로당,서울특별시 서초구 동광로1길 112,서울특별시 서초구 방배동 754-1,150,30,,126.984519,37.49695,6,2,,,,,-
2025,1165059000,특정계층이용시설,회원이용시설,서초구립기녕당경로당,서울특별시 서초구 방배중앙로 159-6 ,서울특별시 서초구 방배동 778-16,110,15,,126.9859304,37.493331,1,2,,Y,,,-
2025,1165060000,특정계층이용시설,회원이용시설,소정회경로당,서울특별시 서초구 효령로25길 50,서울특별시 서초구 방배동 921-1,28,6,,126.993392,37.483321,1,1,N,N,N,,-
2025,1165060000,특정계층이용시설,회원이용시설,방배브라운경로당,서울특별시 서초구 방배로19길 67,서울특별시 서초구 방배동 930-1,45,10,,126.992007,37.483534,0,1,N,N,N,,-
2025,1159060500,공공시설,공공청사,흑석동주민센터,서울특별시 동작구 흑석한강로 11,서울특별시 동작구 흑석동 335-2,736.71,50,,126.9665907,37.5057831,4,6,Y,Y,N,,-
2025,1159060500,특정계층이용시설,회원이용시설,흑석경로당,서울특별시 동작구 서달로13길 17,서울특별시 동작구 흑석동 181-23,389.48,80,,126.961876,37.5084509,4,2,N,N,N,,-
2025,1159060500,특정계층이용시설,회원이용시설,달마경로당,서울특별시 동작구 서달로 54-15 ,서울특별시 동작구 흑석동 256-1,99.08,40,,126.9616631,37.4990849,2,3,N,N,N,,-
2025,1159060500,특정계층이용시설,회원이용시설,비개경로당,서울특별시 동작구 현충로12길 106-8 ,서울특별시 동작구 흑석동 295-2,284.75,80,,126.9686838,37.5039975,2,2,N,N,N,,-
2025,1159060500,특정계층이용시설,회원이용시설,송림경로당,서울특별시 동작구 서달로2길 29,서울특별시 동작구 흑석동 327,82.51,40,,126.9632142,37.5011847,3,2,N,N,N,,-
2025,1159060500,특정계층이용시설,회원이용시설,해피경로당,서울특별시 동작구 흑석로13마길 61,서울특별시 동작구 흑석동 194-13,92.27,40,,126.95888,37.507416,2,3,N,N,N,,-
2025,1159062000,특정계층이용시설,회원이용시설,르메이에르아파트경로당,서울특별시 동작구 사당로20길 119,서울특별시 동작구 사당동 1141,23.04,5,,126.973741,37.478459,2,1,N,N,N,,-
2025,1159062000,공공시설,공공청사,사당1동주민센터,서울특별시 동작구 동작대로17길 28,서울특별시 동작구 사당동 1004-52,472.27,50,,126.978693,37.4831526,1,1,Y,Y,N,,-
2025,1159062000,특정계층이용시설,회원이용시설,송학경로당(사당동),서울특별시 동작구 동작대로9가길 24-4 ,서울특별시 동작구 사당동 1027-23,224.4,56,,126.9789173,37.4797852,6,2,N,N,N,,-
2025,1159062000,공공시설,복지?문화?체육시설,사당어르신종합복지관,서울특별시 동작구 남부순환로 2081,서울특별시 동작구 사당동 1044-42,255.84,50,,126.9798592,37.477053,0,6,Y,Y,N,,-
2025,1159062000,특정계층이용시설,회원이용시설,사당1동경로당,서울특별시 동작구 사당로20길 132,서울특별시 동작구 사당동 316-40,137.27,30,,126.973231,37.4788873,2,1,N,N,N,,-
2025,1159063000,특정계층이용시설,회원이용시설,동작대로39길22,서울특별시 동작구 동작대로39길 22,서울특별시 동작구 동작동 333,179.1,30,,126.979922,37.494502,2,4,N,N,N,,-
2025,1159063000,특정계층이용시설,회원이용시설,금강KCC아파트경로당,서울특별시 동작구 동작대로39가길 55,서울특별시 동작구 동작동 331,39,30,,126.978561,37.494027,1,1,N,N,N,,-
2025,1159060500,특정계층이용시설,회원이용시설,우리유앤미아파트경로당,서울특별시 동작구 서달로 83,서울특별시 동작구 흑석동 329,49.84,20,,126.95956,37.500705,0,2,N,N,N,,-
2025,1159060500,공공시설,복지?문화?체육시설,까망돌도서관,서울특별시 동작구 서달로 129,서울특별시 동작구 흑석동 340-1,"3,317.10",161,,126.9605469,37.5050922,1,54,N,N,N,,-
2025,1159063000,특정계층이용시설,회원이용시설,극동아파트경로당,서울특별시 동작구 동작대로29길 119,서울특별시 동작구 사당동 105,100,80,,126.973992,37.490429,5,2,N,N,N,,-
2025,1159063000,특정계층이용시설,회원이용시설,우성3단지아파트경로당,서울특별시 동작구 동작대로29길 115,서울특별시 동작구 사당동 105,100,80,,126.975655,37.490286,5,2,N,N,N,,-
2025,1159063000,특정계층이용시설,회원이용시설,사당신동아A경로당,서울특별시 동작구 동작대로29길 110,서울특별시 동작구 사당동 105-2,41,49,,126.978162,37.489519,2,1,N,N,N,,-
2025,1159063000,공공시설,공공청사,사당2동주민센터,서울특별시 동작구 동작대로29길 52,서울특별시 동작구 사당동 105-12,866.85,50,,126.9792455,37.4887525,6,5,Y,Y,N,,-
2025,1159063000,공공시설,복지?문화?체육시설,동작이수사회복지관,서울특별시 동작구 동작대로35차길 7,서울특별시 동작구 사당동 52-3,169.79,60,,126.976864,37.4931422,6,5,Y,Y,N,,-
2025,1159063000,특정계층이용시설,회원이용시설,배나무골경로당,서울특별시 동작구 동작대로29바길 3,서울특별시 동작구 사당동 77-24,247.55,80,,126.9804665,37.4896695,12,4,N,N,N,,-
2025,1159063000,특정계층이용시설,회원이용시설,남성경로당,서울특별시 동작구 동작대로25길 48,서울특별시 동작구 사당동 708-490,121.62,80,,126.9798994,37.4853063,7,2,N,N,N,,-
2025,1159064000,특정계층이용시설,회원이용시설,래미안로이파크아파트경로당,서울특별시 동작구 사당로23길 112,서울특별시 동작구 사당동 1159,183,80,,126.973399,37.488496,0,4,N,N,N,,-
2025,1159064000,특정계층이용시설,회원이용시설,이수역리가아파트경로당,서울특별시 동작구 사당로27길 130,서울특별시 동작구 사당동 1157,106.97,50,,126.973069,37.489538,2,1,N,N,N,,-
2025,1159064000,특정계층이용시설,회원이용시설,사당두산위브트레지움아파트경로당,서울특별시 동작구 사당로13길 31,서울특별시 동작구 사당동 1131,107.31,60,,126.970404,37.485227,3,3,N,N,N,,-
2025,1159064000,특정계층이용시설,회원이용시설,현대아파트경로당,서울특별시 동작구 사당로17길 111,서울특별시 동작구 사당동 169-32,50,20,,126.970142,37.488159,2,1,N,N,N,,-
2025,1159064000,특정계층이용시설,회원이용시설,사당대림아파트경로당,서울특별시 동작구 사당로23길 137,서울특별시 동작구 사당동 169-8,87,40,,126.97226,37.487397,3,2,N,N,N,,-
2025,1159064000,특정계층이용시설,회원이용시설,동작삼성래미안아파트경로당,서울특별시 동작구 사당로23바길 9,서울특별시 동작구 사당동 1133,133.03,60,,126.970515,37.489172,5,2,N,N,N,,-
2025,1159064000,특정계층이용시설,회원이용시설,경남아너스빌아파트(대아)경로당,서울특별시 동작구 사당로9가길 82,서울특별시 동작구 사당동 1134,155,60,,126.967835,37.48829,3,1,N,N,N,,-
2025,1159064000,특정계층이용시설,회원이용시설,사당롯데캐슬2차아파트경로당,서울특별시 동작구 사당로27길 181,서울특별시 동작구 사당동 1149,49.89,20,,126.971502,37.490201,1,2,N,N,N,,-
2025,1159064000,특정계층이용시설,회원이용시설,삼화경로당,서울특별시 동작구 사당로13길 42,서울특별시 동작구 사당동 1131-13,100.2,60,,126.9719025,37.4859376,3,2,N,N,N,,-
2025,1159064000,특정계층이용시설,회원이용시설,삼익경로당,서울특별시 동작구 사당로27길 190,서울특별시 동작구 사당동 1132,102,60,,126.9723165,37.4901814,4,1,N,N,N,,-
2025,1159064000,특정계층이용시설,회원이용시설,삼일공원경로당,서울특별시 동작구 사당로23길 93 (삼일(3~1)공원),서울특별시 동작구 사당동 산 24-17,125.5,60,,126.974415,37.485747,2,2,N,N,N,,-
2025,1159064000,특정계층이용시설,회원이용시설,학수경로당,서울특별시 동작구 사당로27길 217,서울특별시 동작구 사당동 177-1,62.21,40,,126.9706893,37.491481,4,1,N,N,N,,-
2025,1159065000,특정계층이용시설,회원이용시설,진흥아파트경로당,서울특별시 동작구 사당로16아길 43,서울특별시 동작구 사당동 1142,20,20,,126.969165,37.480296,4,1,N,N,N,,-
2025,1159065000,특정계층이용시설,회원이용시설,휴먼시아아파트경로당,서울특별시 동작구 사당로16길 96,서울특별시 동작구 사당동 1154,127.8,20,,126.970175,37.478956,3,1,N,N,N,,-
2025,1159065000,특정계층이용시설,회원이용시설,삼익그린뷰아파트경로당,서울특별시 동작구 남부순환로255길 21,서울특별시 동작구 사당동 1150,74.84,40,,126.969334,37.477278,4,2,N,N,N,,-
2025,1159065000,특정계층이용시설,회원이용시설,사당KCC아파트경로당,서울특별시 동작구 사당로20나길 57,서울특별시 동작구 사당동 1153,30,20,,126.97373,37.481336,1,1,N,N,N,,-
2025,1159065000,공공시설,공공청사,사당4동주민센터,서울특별시 동작구 사당로16아길 6,서울특별시 동작구 사당동 300-8,271,50,,126.9716274,37.4809662,3,3,Y,Y,N,,-
2025,1159065000,공공시설,복지?문화?체육시설,사당종합사회복지관,서울특별시 동작구 사당로14길 20,서울특별시 동작구 사당동 268-6,41.6,20,,126.9715021,37.483275,1,1,Y,Y,N,,-
2025,1159065000,특정계층이용시설,회원이용시설,신남성경로당,서울특별시 동작구 사당로16길 56,서울특별시 동작구 사당동 297-17,258.99,70,,126.9720229,37.4813537,5,4,,,,,-
2025,1159065000,특정계층이용시설,회원이용시설,사당4동경로당,서울특별시 동작구 사당로16라길 9,서울특별시 동작구 사당동 278-34,144.62,60,,126.9703237,37.4826508,2,1,N,N,N,,-
2025,1159065100,특정계층이용시설,회원이용시설,삼호그린아파트경로당,서울특별시 동작구 사당로2가길 188,서울특별시 동작구 사당동 1138,87.44,21,,126.965322,37.48609,3,1,N,N,N,,-
2025,1159065100,특정계층이용시설,회원이용시설,남해오네뜨아파트경로당,서울특별시 동작구 사당로2가길 173,서울특별시 동작구 사당동 1143,58.26,14,,126.965593,37.487033,2,1,N,N,N,,-
2025,1159065100,특정계층이용시설,회원이용시설,제일아파트경로당,서울특별시 동작구 사당로16다길 57,서울특별시 동작구 사당동 240-15,30,7,,126.969535,37.482898,1,1,,,,,-
2025,1159065100,특정계층이용시설,회원이용시설,사당자이아파트경로당,서울특별시 동작구 사당로2가길 102,서울특별시 동작구 사당동 1139,66.69,16,,126.962327,37.488729,2,2,N,N,N,,-
2025,1159065100,공공시설,복지?문화?체육시설,사당솔밭도서관,서울특별시 동작구 솔밭로 86,서울특별시 동작구 사당동 708-1188,"1,724.80",280,,126.9673306,37.4840426,1,23,N,N,N,,-
2025,1159065100,공공시설,공공청사,사당5동주민센터,서울특별시 동작구 사당로2가길 219,서울특별시 동작구 사당동 228-11,"1,269.50",50,,126.9670068,37.4856322,10,2,Y,Y,N,,-
2025,1159065100,특정계층이용시설,회원이용시설,사당5동구립경로당,서울특별시 동작구 사당로6길 3-8 ,서울특별시 동작구 사당동 214-5,299.49,80,,126.9675831,37.4863757,4,2,N,N,N,,-
2025,1159066000,특정계층이용시설,회원이용시설,대방2차e편한세상아파트경로당,서울특별시 동작구 알마타길 53,서울특별시 동작구 대방동 507,21,20,,126.93093,37.512065,1,1,N,N,N,,-
2025,1159066000,특정계층이용시설,회원이용시설,대방대림아파트경로당,서울특별시 동작구 여의대방로44길 10,서울특별시 동작구 대방동 501,168,60,,126.924744,37.507319,4,1,N,N,N,,-
2025,1159066000,특정계층이용시설,회원이용시설,우정아파트경로당,서울특별시 동작구 여의대방로62길 23,서울특별시 동작구 대방동 505,101,60,,126.929731,37.514217,1,1,N,N,N,,-
2025,1159066000,특정계층이용시설,회원이용시설,성원아파트경로당,서울특별시 동작구 여의대방로 256,서울특별시 동작구 대방동 500,30,20,,126.926075,37.509582,0,1,N,N,N,,-
2025,1159066000,특정계층이용시설,회원이용시설,대방2차현대아파트경로당,서울특별시 동작구 알마타길 58,서울특별시 동작구 대방동 506,76,40,,126.931266,37.510792,3,1,N,N,N,,-
2025,1159066000,특정계층이용시설,회원이용시설,대방동현대1차아파트경로당,서울특별시 동작구 등용로 127,서울특별시 동작구 대방동 502,114.48,60,,126.930784,37.512705,2,1,N,N,N,,-
2025,1159066000,특정계층이용시설,회원이용시설,경남아너스빌아파트경로당,서울특별시 동작구 여의대방로54길 6,서울특별시 동작구 대방동 512,82,40,,126.925693,37.511451,2,1,N,N,N,,-
2025,1159066000,특정계층이용시설,회원이용시설,코오롱하늘채아파트경로당,서울특별시 동작구 여의대방로24다길 40,서울특별시 동작구 대방동 509,38,44,,126.923129,37.498552,1,1,N,N,N,,-
2025,1159066000,특정계층이용시설,회원이용시설,대방주공2단지아파트경로당,서울특별시 동작구 여의대방로44길 47,서울특별시 동작구 대방동 503,126,60,,126.929493,37.509536,3,3,N,N,N,,-
2025,1159066000,공공시설,공공청사,대방동주민센터,서울특별시 동작구  여의대방로44길  20   (대방동),서울특별시 동작구 대방동 501-2,956.55,50,,126.9263395,37.5081683,0,4,Y,Y,N,,-
2025,1159066000,공공시설,복지?문화?체육시설,동작종합사회복지관,서울특별시 동작구 등용로 47,서울특별시 동작구 대방동 5-1,115,60,,126.9333427,37.5057668,4,3,Y,Y,N,,-
2025,1159066000,공공시설,복지?문화?체육시설,대방종합사회복지관,서울특별시 동작구 여의대방로44길 47,서울특별시 동작구 대방동 503,22.3,15,,126.9300927,37.5101708,3,3,N,N,N,,-
2025,1159066000,특정계층이용시설,회원이용시설,대방중앙경로당,서울특별시 동작구 여의대방로24라길 4,서울특별시 동작구 대방동 407-48,204.36,80,,126.9226176,37.4981152,3,2,N,N,N,,-
2025,1159066000,특정계층이용시설,회원이용시설,북대방경로당,서울특별시 동작구 여의대방로54길 24,서울특별시 동작구 대방동 346-19,122.8,60,,126.9277976,37.5121291,1,1,N,N,N,,-
2025,1159066000,특정계층이용시설,회원이용시설,대방주공1단지아파트경로당,서울특별시 동작구 여의대방로44길 47,서울특별시 동작구 대방동 503,154.8,60,,126.930109,37.510172,3,3,N,N,N,,-
2025,1159066000,특정계층이용시설,회원이용시설,신대방2동경로당,서울특별시 동작구 여의대방로24가길 2,서울특별시 동작구 대방동 407-8,290,72,,126.9212576,37.4982089,7,2,N,N,N,,-
2025,1159066000,공공시설,복지?문화?체육시설,동작노인종합복지관,서울특별시 동작구 상도로11길 7,서울특별시 동작구 대방동 335-10,26.3,25,,126.9291348,37.5004191,1,2,Y,Y,N,,-
2025,1159067000,특정계층이용시설,회원이용시설,숲속마을신동아파밀리에경로당,서울특별시 동작구 여의대방로10길 100,서울특별시 동작구 신대방동 717,74.47,74,,126.914552,37.49172,1,2,N,N,N,,-
2025,1159067000,특정계층이용시설,회원이용시설,동작상떼빌아파트경로당,서울특별시 동작구 신대방1가길 38,서울특별시 동작구 신대방동 719,164.97,164,,126.906882,37.487546,2,3,N,N,N,,-
2025,1159067000,특정계층이용시설,회원이용시설,보라매롯데낙천대아파트경로당,서울특별시 동작구 여의대방로10길 38,서울특별시 동작구 신대방동 713,136.2,136,,126.913511,37.494307,2,1,N,N,N,,-
2025,1159067000,특정계층이용시설,회원이용시설,경남교수아파트경로당,서울특별시 동작구 여의대방로10길 14,서울특별시 동작구 신대방동 710,63,63,,126.913556,37.495982,2,2,N,N,N,,-
2025,1159067000,특정계층이용시설,회원이용시설,신대방현대아파트경로당,서울특별시 동작구 여의대방로 28,서울특별시 동작구 신대방동 707,93,93,,126.91223,37.494489,3,2,N,N,N,,-
2025,1159067000,특정계층이용시설,회원이용시설,우성2차아파트경로당,서울특별시 동작구 여의대방로 8,서울특별시 동작구 신대방동 565-21,119,119,,126.910359,37.492811,3,2,N,N,N,,-
2025,1159067000,특정계층이용시설,회원이용시설,우성1차아파트경로당,서울특별시 동작구 여의대방로 22,서울특별시 동작구 신대방동 565,125,125,,126.911647,37.492317,3,4,N,N,N,,-
2025,1159067000,특정계층이용시설,회원이용시설,현진에버빌아파트경로당,서울특별시 동작구 신대방1나길 45,서울특별시 동작구 신대방동 716,55.62,55,,126.906989,37.485964,2,2,,,,,-
2025,1159067000,특정계층이용시설,회원이용시설,경남아파트경로당,서울특별시 동작구 신대방길 85,서울특별시 동작구 신대방동 712,83,83,,126.908428,37.489394,2,2,,,,,-
2025,1159067000,공공시설,공공청사,신대방1동주민센터,서울특별시 동작구 신대방길 72,서울특별시 동작구 신대방동 604-8,749.49,60,,126.9100392,37.4889453,4,1,Y,Y,N,,-
2025,1159067000,특정계층이용시설,회원이용시설,신대방1동경로당,서울특별시 동작구 신대방1길 18,서울특별시 동작구 신대방동 693-10,162,162,,126.9106603,37.4868788,2,1,N,N,N,,-
2025,1159068000,특정계층이용시설,회원이용시설,신대방벽산아파트경로당,서울특별시 동작구 여의대방로22길 24,서울특별시 동작구 신대방동 709,24,15,,126.921723,37.497403,5,1,N,N,N,,-
2025,1159068000,특정계층이용시설,회원이용시설,보라매e편한세상아파트경로당,서울특별시 동작구 보라매로 70,서울특별시 동작구 신대방동 720,99.74,24,,126.928576,37.495494,3,1,N,N,N,,-
2025,1159068000,특정계층이용시설,회원이용시설,보라매파크빌아파트경로당,서울특별시 동작구 여의대방로10길 59,서울특별시 동작구 신대방동 711,79.27,19,,126.915544,37.494436,1,2,N,N,N,,-
2025,1159068000,특정계층이용시설,회원이용시설,한성아파트경로당,서울특별시 동작구 여의대방로10길 13,서울특별시 동작구 신대방동 470-8,40,10,,126.915233,37.495575,2,2,N,N,N,,-
2025,1159068000,공공시설,공공청사,신대방2동주민센터,서울특별시 동작구 여의대방로24길 76,서울특별시 동작구 신대방동 723,"1,030.00",50,,126.9245377,37.4984069,10,4,Y,Y,N,,-
2025,1162052500,특정계층이용시설,회원이용시설,보라매삼성(아)경로당,서울특별시 관악구 보라매로 62,서울특별시 관악구 봉천동 1698-1,79,10,,126.928062,37.494287,4,2,N,N,N,,02-879-5806
2025,1162052500,특정계층이용시설,회원이용시설,보라매경로당,서울특별시 관악구 봉천로21길 35,서울특별시 관악구 봉천동 662-109,366.05,46,,126.9340672,37.4884691,3,4,N,N,N,,02-879-5806
2025,1162052500,특정계층이용시설,회원이용시설,당곡경로당,서울특별시 관악구 당곡6길 37,서울특별시 관악구 봉천동 717-17,106,14,,126.9294321,37.4922219,6,2,N,N,N,,02-879-5806
2025,1162052500,공공시설,공공청사,보라매동주민센터,서울특별시 관악구 봉천로 279-8 ,서울특별시 관악구 봉천동 661,338,26,,126.9328046,37.4881672,2,1,Y,Y,N,,02-879-5806
2025,1162052500,특정계층이용시설,회원이용시설,관악노인종합복지관,서울특별시 관악구 보라매로 35,서울특별시 관악구 봉천동 726-3,424,106,,126.926328,37.4930298,0,2,N,N,N,,02-879-5806
2025,1162054500,특정계층이용시설,회원이용시설,관악현대(아)경로당,서울특별시 관악구 관악로 304,서울특별시 관악구 봉천동 1000,597,75,,126.958317,37.492234,5,4,N,N,N,,02-879-5806
2025,1162054500,특정계층이용시설,회원이용시설,푸르지오(아)경로당,서울특별시 동작구 관악로30길 27,서울특별시 관악구 봉천동 1717,221,28,,126.960168,37.486668,10,3,N,N,N,,02-879-5806
2025,1162054500,특정계층이용시설,회원이용시설,구립청림경로당,서울특별시 관악구 청림2길 37,서울특별시 관악구 봉천동 15-41,309.56,39,,126.9582866,37.4866666,3,3,,,,,02-879-5806
2025,1162054500,특정계층이용시설,회원이용시설,관악푸르지오삼오경로당,서울특별시 관악구 청림5길 28,서울특별시 관악구 봉천동 1717-1,215,27,,126.960243,37.489525,4,2,N,N,N,,02-879-5806
2025,1162054500,공공시설,공공청사,청림동주민센터,서울특별시 관악구 관악로40길 39,서울특별시 관악구 봉천동 1000,789.96,22,,126.9585971,37.4918447,5,4,N,N,N,,02-879-5806
2025,1162054500,공공시설,복지?문화?체육시설,봉천종합사회복지관,서울특별시 관악구 관악로 254,서울특별시 관악구 봉천동 37,140,20,,126.9575763,37.4866852,2,3,,Y,,,02-879-5806
2025,1162056500,특정계층이용시설,회원이용시설,관악동부센트레빌(아)경로당,서울특별시 관악구 은천로33길 5,서울특별시 관악구 봉천동 1719,89,11,,126.950794,37.487388,2,3,N,N,N,,02-879-5806
2025,1162056500,특정계층이용시설,회원이용시설,관악드림타운(아)경로당,서울특별시 관악구 성현로 80,서울특별시 관악구 봉천동 1712,324,41,,126.950163,37.489744,4,4,N,N,N,,02-879-5806
2025,1162056500,특정계층이용시설,회원이용시설,봉천벽산(아)2차경로당,서울특별시 관악구 구암5가길 49,서울특별시 관악구 봉천동 1716,92,12,,126.946086,37.4925,2,2,N,N,N,,02-879-5806
2025,1162056500,특정계층이용시설,회원이용시설,성현동아(아)1단지경로당,서울특별시 관악구 관악로 285,서울특별시 관악구 봉천동 1703,231,29,,126.954374,37.489467,3,3,,,,,02-879-5806
2025,1162056500,특정계층이용시설,회원이용시설,구암경로당,서울특별시 관악구 은천로23길 19,서울특별시 관악구 봉천동 480-111,122.32,16,,126.9480782,37.4876868,2,2,N,N,N,,02-879-5806
2025,1162056500,특정계층이용시설,회원이용시설,관악드림타운2단지(아)경로당,서울특별시 관악구 구암길 106,서울특별시 관악구 봉천동 1712-1,301,38,,126.948056,37.491697,7,4,N,N,N,,02-879-5806
2025,1162056500,특정계층이용시설,회원이용시설,성현동아(아)2단지경로당,서울특별시 관악구 관악로37길 20,서울특별시 관악구 봉천동 1703-1,76,10,,126.9562429,37.4879609,7,2,,,,,02-879-5806
2025,1162056500,특정계층이용시설,회원이용시설,성현경로당,서울특별시 관악구 은천로35길 40-3 ,서울특별시 관악구 봉천동 41-34,479,60,,126.954203,37.488021,8,7,N,N,N,,02-879-5806
2025,1162056500,공공시설,공공청사,성현동주민센터,서울특별시 관악구 구암길 38,서울특별시 관악구 봉천동 1712-9,358.08,32,,126.9481771,37.4895134,7,1,Y,Y,N,,02-879-5806
2025,1162056500,공공시설,복지?문화?체육시설,강감찬관악종합사회복지관,서울특별시 관악구 양녕로 70,서울특별시 관악구 봉천동 492-7,24,6,,126.9465844,37.488169,0,1,N,Y,N,,02-879-5806
2025,1162057500,공공시설,복지?문화?체육시설,관악시니어클럽,서울특별시 관악구 남부순환로247다길 60,서울특별시 관악구 봉천동 148-145,185.88,56,,126.964054,37.47869,3,2,N,N,N,,02-879-5806
2025,1162057500,특정계층이용시설,회원이용시설,관악파크푸르지오(아)경로당,서울특별시 관악구 행운10길 21,서울특별시 관악구 봉천동 1728,122,16,,126.961402,37.482901,2,1,N,N,N,,02-879-5806
2025,1162057500,특정계층이용시설,회원이용시설,신창경로당,서울특별시 관악구 행운1길 12,서울특별시 관악구 봉천동 1675-12,121,15,,126.958589,37.479951,4,5,N,N,N,,02-879-5806
2025,1162057500,특정계층이용시설,회원이용시설,"봉천우성(아)109,110동경로당",서울특별시 관악구 관악로30길 40,서울특별시 관악구 봉천동 1706-1,93,12,,126.961191,37.484758,4,2,N,N,N,,02-879-5806
2025,1162057500,특정계층이용시설,회원이용시설,원당경로당,서울특별시 관악구 남부순환로247다길 60,서울특별시 관악구 봉천동 148-145,177,22,,126.964113,37.478639,3,2,N,N,N,,02-879-5806
2025,1162057500,특정계층이용시설,회원이용시설,행운경로당,서울특별시 관악구 행운9길 34,서울특별시 관악구 봉천동 1724-2,113,14,,126.959638,37.483375,2,2,N,N,N,,02-879-5806
2025,1162057500,공공시설,공공청사,행운동주민센터,서울특별시 관악구 행운1길 43,서울특별시 관악구 봉천동 1670-7,690,26,,126.9570315,37.4806676,5,3,Y,Y,N,,02-879-5806
